,ìíâÕå¥,ê^íﬂ,éOâYäCä›,âWéq,ëÂïΩë‰,ì¸ê∂ìc,ç™ï{êÏ,ãûã}í∑ëÚ,ãvó¢ïl,è„ã≠óÖ,ë´ïø,äõã{,êVêÄéq,à¿êjíÀ,âYâÍ,ëÂóYéR,ä‚å¥,â∫ë]â‰,ìÒã{,ëÂàÈ,ïΩíÀ,ñkäùÉPçË,çîè¿äCä›,êŒè„,äôëq,í«ïl,äCÇÃåˆâÄéƒå˚,íJâ„,ìåéRñk,èºìc,èaëÚ,ìåäCëÂäwëO,íﬂä™â∑êÚ,çÅêÏ,ëPçs,ëÂëD,êVêôìc,ãûã}ïxâ™,à…ê®å¥,à§çbêŒìc,å˙ñÿ,çÇç¿èaíJ,Ç¢Ç∏Ç›íÜâõ,è„âiíJ,àÈéq,êŒêÏí¨,ì¸íJ,ëäñÕëÂíÀ,äÛñ]ÉPãu,íﬂÉPïÙ,ï–ëqí¨,ëÂå˚,äCé≈âY,å¥ìññÉ,è¨ìcã}ëäñÕå¥,ê¨ê£,Ç∑Ç∏Ç©ÇØë‰,äõãè,ñkêVâ°ïl,ëÂëqéR,òZãΩìyéË,âHìcãÛç`çëç€ê¸É^Å[É~ÉiÉã,êVêÆîıèÍ,è„ça,å√ï£,ã êÏäwâÄëO,íﬂêÏ,Ç†Ç¥Ç›ñÏ,äÅÇ™íJ,ëΩñÄêÏ,írè„,åäéÁàÓâ◊,âHìcãÛç`çëì‡ê¸É^Å[É~ÉiÉã,ì°ñÏ,ëäñÕåŒ,ê¥ëÍ,çÇîˆ,ëäå¥,ëÂíÀÅEíÈãûëÂäw,è¨ìcã}âiéR,àÓèÈ,òaêÚëΩñÄêÏ,äÏëΩå©,âúëÚ,êŒêÏë‰,ê¬ï®â°íö,ê¬äC,äãêºó’äCåˆâÄ,êºî™â§éq,ñkî™â§éq,çbèBäXìπ,ñkï{íÜ,ã£í¯èÍëO,çëóÃ,è„ñkëÚ,írÉmè„,ê¬éRàÍíöñ⁄,ê‘ç‚,âzíÜìá,ëÂìá,àÍîVç],ïêë†å‹ì˙és,èHêÏ,è∫ìá,êÚëÃàÁäŸ,ê¬î~äXìπ,çëï™éõ,êºïêñˆëÚ,à‰â¨,à¢ç≤ÉPíJ,írë‹,ê‘ìyè¨äwçZëO,êÛëê,ê¬ìu,ç]åÀêÏ,å‰äxéR,ê¬î~,è¨çÏ,î†ç™ÉPçË,êºïêãÖèÍëO,ãvïƒêÏ,èHí√,ìåãvóØïƒ,ëÂêÚäwâÄ,è„î¬ã¥,ê‘âH,îÚíπéR,ê¬à‰,Ç®â‘íÉâÆ,êVéƒñî,âúëΩñÄ,êÏà‰,åRî®,ã‡éq,àÓâ◊éRåˆâÄ,çqãÛåˆâÄ,éuñÿ,í©â‡,ñkåÀìc,êÏå˚,é…êl,ëêâ¡,î™í™,éOãΩ,ìåå·ñÏ,çÇóÌ,ã∑éRés,êVã∑éR,è„ïüâ™,ó^ñÏñ{í¨,âYòa,âYòaî¸âÄ,åÀíÀà¿çs,äóê∂,êVéOãΩ,å·ñÏ,ïêèBí∑ê£,àÍñ{èº,ä}î¶,â‡ÉPä÷,êÏâz,éwêÓ,ëÂã{,ëÂã{åˆâÄ,ÇπÇÒÇ∞ÇÒë‰,ëÂë‹,îíãv,âYéRå˚,å‰â‘î®,à∞ÉPãvï€,âzê∂,ñkç‚åÀ,ñkè„îˆ,è„îˆ,ò@ìc,ä‚íŒ,àÍÉmäÑ,ìÏç˜à‰,ëÂñÏå¥,ñæäo,êXó—åˆâÄ,çÇç‚,â±êÏ,à…ìﬁíÜâõ,îíâ™,ìåïêìÆï®åˆâÄ,ïPã{,êeï@,è¨êÏí¨,ñkçÉëÉ,çÉëÉ,ãväÏ,çKéË,ñÏè„,îgãvóÁ,è¨ëOìc,íjÂŒ,ñæåÀ,ëÂñÉê∂,è„åFíJ,çsìc,â¡ê{,â‘çË,åIã¥,éôã ,èºãv,ê[íJ,êŒå¥,ìåçsìc,êVãΩ,âHê∂,êVå√âÕ,íOëë,ñ{èØ,â™ïî,ñˆê∂,ê_ï€å¥
äõã{,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,1012.0,1084.0,469.0,379.0,200.0,199.0,242.0,330.0,418.0,632.0,706.0,682.0,969.0,1174.0,420.0,330.0,240.0,429.0,491.0,491.0,506.0,663.0,594.0,858.0,994.0,523.0,554.0,586.0,726.0,903.0,924.0,858.0,990.0,1269.0,829.0,882.0,913.0,1049.0,990.0,1166.0,850.0,702.0,922.0,943.0,1006.0,1080.0,1116.0,1232.0,1323.0,1472.0,893.0,922.0,786.0,828.0,1006.0,1037.0,1189.0,1163.0,1273.0,1354.0,1468.0,1342.0,1251.0,1166.0,990.0,1136.0,922.0,1058.0,922.0,922.0,1090.0,1121.0,1232.0,1520.0,1426.0,1166.0,1166.0,1289.0,1142.0,1268.0,1121.0,1163.0,1153.0,1195.0,1195.0,1362.0,1352.0,1405.0,1518.0,1468.0,1318.0,1330.0,1230.0,1435.0,1352.0,1290.0,1248.0,1237.0,1437.0,1269.0,1458.0,1531.0,,1518.0,1468.0,1468.0,1457.0,1426.0,1318.0,1489.0,1468.0,1394.0,1300.0,1416.0,1479.0,1458.0,1661.0,1857.0,1694.0,1644.0,1518.0,1520.0,1457.0,1478.0,1457.0,1388.0,1300.0,1604.0,1520.0,1562.0,1857.0,1688.0,1646.0,1520.0,1551.0,1561.0,1553.0,1476.0,1763.0,1700.0,1520.0,1857.0,1719.0,1834.0,1781.0,1952.0,1226.0,1624.0,1762.0,1553.0,1700.0,1636.0,1636.0,2503.0,2293.0,2053.0,1990.0,1834.0,1781.0,1762.0,1762.0,1762.0,1740.0,1688.0,1740.0,2223.0,1952.0,1907.0,1781.0,1762.0,1909.0,1850.0,1740.0,1740.0,2708.0,1226.0,2070.0,1938.0,1866.0,1793.0,2812.0,2532.0,2480.0,2278.0,2950.0,2880.0,2512.0,2070.0,2002.0,1929.0,1929.0,2640.0,2480.0,2640.0,2552.0,2950.0,10670.0,2002.0,2002.0,2640.0,3080.0,3080.0,2002.0,2956.0
êVêÄéq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,242.0,1138.0,1048.0,770.0,594.0,506.0,506.0,418.0,368.0,310.0,0.0,136.0,422.0,990.0,990.0,860.0,839.0,787.0,787.0,418.0,399.0,168.0,242.0,199.0,745.0,704.0,594.0,462.0,616.0,462.0,378.0,410.0,828.0,597.0,545.0,513.0,556.0,471.0,534.0,827.0,588.0,692.0,682.0,534.0,586.0,471.0,430.0,626.0,775.0,858.0,692.0,588.0,619.0,649.0,586.0,565.0,586.0,576.0,700.0,1195.0,1150.0,974.0,953.0,776.0,959.0,704.0,840.0,704.0,745.0,565.0,586.0,576.0,1122.0,903.0,952.0,974.0,1112.0,903.0,975.0,785.0,743.0,712.0,754.0,754.0,818.0,893.0,911.0,1302.0,1238.0,1095.0,1153.0,1007.0,953.0,996.0,953.0,806.0,754.0,994.0,922.0,1037.0,1111.0,,1302.0,1238.0,1238.0,1162.0,1058.0,1089.0,1057.0,1027.0,953.0,806.0,922.0,1153.0,1015.0,1284.0,1634.0,1469.0,1365.0,1326.0,1237.0,1132.0,1037.0,1016.0,982.0,894.0,1161.0,1079.0,1251.0,1244.0,1362.0,1331.0,1205.0,1194.0,1120.0,1059.0,982.0,1308.0,1228.0,1079.0,1299.0,1394.0,1393.0,1340.0,1382.0,754.0,1183.0,1268.0,1147.0,1294.0,1195.0,1319.0,2032.0,1822.0,1582.0,1510.0,1393.0,1340.0,1388.0,1268.0,1268.0,1346.0,1371.0,1446.0,1752.0,1582.0,1466.0,1340.0,1356.0,1503.0,1356.0,1429.0,1429.0,2032.0,870.0,1576.0,1596.0,1444.0,1352.0,2081.0,1856.0,1826.0,1602.0,2062.0,1992.0,1922.0,1752.0,1655.0,1654.0,1576.0,2108.0,1932.0,1928.0,1922.0,2042.0,11000.0,1727.0,1732.0,2108.0,2104.0,2104.0,1732.0,2294.0
à¿êjíÀ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,1370.0,1280.0,1012.0,836.0,748.0,748.0,660.0,610.0,684.0,399.0,157.0,464.0,1205.0,1155.0,1005.0,942.0,879.0,879.0,660.0,641.0,410.0,242.0,242.0,848.0,785.0,754.0,704.0,616.0,493.0,378.0,410.0,957.0,597.0,545.0,513.0,556.0,471.0,534.0,827.0,796.0,710.0,691.0,534.0,586.0,471.0,492.0,626.0,775.0,870.0,787.0,796.0,827.0,649.0,586.0,565.0,586.0,576.0,700.0,1319.0,1276.0,974.0,953.0,963.0,1125.0,911.0,869.0,828.0,828.0,565.0,586.0,576.0,1175.0,958.0,1089.0,1172.0,1125.0,903.0,975.0,785.0,743.0,712.0,754.0,754.0,818.0,893.0,911.0,1302.0,1244.0,1095.0,1221.0,1007.0,982.0,996.0,953.0,806.0,754.0,996.0,922.0,1037.0,1111.0,,1302.0,1244.0,1288.0,1174.0,1058.0,1095.0,1070.0,1027.0,953.0,806.0,922.0,1153.0,1037.0,1284.0,1632.0,1467.0,1414.0,1357.0,1237.0,1132.0,1037.0,1016.0,982.0,894.0,1163.0,1209.0,1251.0,1235.0,1362.0,1331.0,1205.0,1237.0,1120.0,1059.0,982.0,1308.0,1228.0,1079.0,1299.0,1394.0,1393.0,1340.0,1382.0,754.0,1183.0,1268.0,1147.0,1294.0,1325.0,1195.0,1990.0,1780.0,1582.0,1510.0,1393.0,1340.0,1480.0,1480.0,1480.0,1346.0,1377.0,1429.0,1752.0,1582.0,1466.0,1340.0,1508.0,1503.0,1356.0,1429.0,1429.0,2032.0,785.0,1816.0,1640.0,1444.0,1487.0,2106.0,1826.0,1826.0,1602.0,2136.0,2232.0,2162.0,1816.0,1561.0,1488.0,1576.0,1928.0,1896.0,2168.0,2162.0,2042.0,11242.0,1732.0,1732.0,2016.0,2294.0,2168.0,1732.0,2280.0
âYâÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.0,1362.0,1084.0,908.0,820.0,820.0,732.0,682.0,756.0,471.0,242.0,507.0,1304.0,1271.0,1121.0,1058.0,995.0,995.0,732.0,713.0,482.0,314.0,283.0,964.0,901.0,870.0,775.0,732.0,524.0,450.0,482.0,944.0,713.0,661.0,629.0,618.0,566.0,598.0,943.0,901.0,826.0,807.0,650.0,649.0,587.0,576.0,773.0,922.0,986.0,903.0,901.0,932.0,712.0,702.0,681.0,702.0,723.0,773.0,1311.0,1268.0,1090.0,1069.0,1079.0,1241.0,1027.0,985.0,944.0,944.0,681.0,702.0,723.0,1291.0,1079.0,1156.0,1258.0,1241.0,1046.0,1091.0,901.0,859.0,828.0,870.0,870.0,903.0,1009.0,1027.0,1365.0,1365.0,1211.0,1337.0,1123.0,1069.0,1112.0,1069.0,922.0,870.0,1068.0,944.0,1180.0,1257.0,,1365.0,1365.0,1420.0,1278.0,1174.0,1174.0,1142.0,1112.0,1038.0,922.0,1038.0,1154.0,1089.0,1430.0,1695.0,1585.0,1511.0,1420.0,1279.0,1247.0,1153.0,1121.0,1098.0,1010.0,1235.0,1195.0,1237.0,1351.0,1436.0,1404.0,1310.0,1310.0,1236.0,1175.0,1098.0,1402.0,1322.0,1195.0,1428.0,1478.0,1509.0,1456.0,1498.0,870.0,1299.0,1384.0,1263.0,1410.0,1471.0,1311.0,2148.0,1938.0,1656.0,1582.0,1509.0,1456.0,1566.0,1384.0,1384.0,1462.0,1363.0,1575.0,1826.0,1698.0,1582.0,1456.0,1472.0,1619.0,1472.0,1415.0,1575.0,2148.0,903.0,1918.0,1671.0,1560.0,1603.0,2253.0,1942.0,1942.0,1718.0,2178.0,2108.0,2038.0,1918.0,1801.0,1759.0,1692.0,2191.0,2048.0,2044.0,2038.0,2178.0,11644.0,1878.0,1837.0,2193.0,2220.0,2220.0,1837.0,2396.0
ëÂóYéR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,480.0,522.0,610.0,698.0,786.0,1000.0,1074.0,1050.0,1337.0,1454.0,700.0,610.0,500.0,531.0,626.0,626.0,786.0,1013.0,962.0,1138.0,1274.0,657.0,699.0,742.0,962.0,1065.0,1234.0,1138.0,1213.0,1360.0,920.0,973.0,1004.0,1298.0,1213.0,1276.0,941.0,825.0,1013.0,1034.0,1097.0,1317.0,1213.0,1298.0,1389.0,1752.0,984.0,1013.0,877.0,919.0,1097.0,1128.0,1307.0,1254.0,1339.0,1420.0,1559.0,1471.0,1342.0,1321.0,1072.0,1227.0,1013.0,1149.0,1013.0,1013.0,1307.0,1212.0,1339.0,1611.0,1517.0,1273.0,1248.0,1380.0,1233.0,1359.0,1212.0,1254.0,1244.0,1286.0,1286.0,1391.0,1443.0,1496.0,1600.0,1512.0,1409.0,1421.0,1321.0,1321.0,1443.0,1381.0,1339.0,1317.0,1528.0,1360.0,1549.0,1622.0,,1647.0,1559.0,1512.0,1531.0,1499.0,1409.0,1556.0,1559.0,1485.0,1391.0,1485.0,1570.0,1549.0,1752.0,1948.0,1812.0,1735.0,1600.0,1611.0,1548.0,1569.0,1548.0,1479.0,1391.0,1695.0,1611.0,1653.0,1668.0,1779.0,1737.0,1611.0,1625.0,1652.0,1644.0,1567.0,1854.0,1791.0,1611.0,1756.0,1810.0,1925.0,1872.0,1873.0,1317.0,1674.0,1853.0,1644.0,1791.0,1727.0,1727.0,2407.0,2197.0,1957.0,1925.0,1925.0,1872.0,1853.0,1853.0,1853.0,1831.0,1779.0,1831.0,2127.0,2043.0,1998.0,1872.0,1853.0,2000.0,1941.0,1831.0,1831.0,2594.0,1317.0,2161.0,2029.0,2029.0,1884.0,2680.0,2400.0,2760.0,2146.0,2647.0,2577.0,2507.0,2161.0,2280.0,2020.0,2161.0,2857.0,2475.0,2513.0,2507.0,2647.0,10950.0,2343.0,2329.0,2857.0,2689.0,2513.0,2360.0,2689.0
ä‚å¥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,432.0,520.0,608.0,696.0,910.0,984.0,960.0,1247.0,1364.0,610.0,520.0,410.0,441.0,536.0,536.0,696.0,923.0,872.0,1048.0,1184.0,567.0,609.0,652.0,872.0,975.0,1144.0,1048.0,1123.0,1270.0,830.0,883.0,914.0,1208.0,1180.0,1186.0,851.0,735.0,923.0,944.0,1007.0,1227.0,1123.0,1208.0,1299.0,1662.0,894.0,923.0,787.0,829.0,1007.0,1038.0,1217.0,1164.0,1249.0,1330.0,1469.0,1381.0,1252.0,1231.0,982.0,1137.0,923.0,1059.0,923.0,923.0,1091.0,1122.0,1249.0,1521.0,1427.0,1183.0,1158.0,1290.0,1143.0,1269.0,1122.0,1164.0,1154.0,1196.0,1196.0,1301.0,1353.0,1406.0,1510.0,1422.0,1319.0,1331.0,1231.0,1231.0,1353.0,1291.0,1249.0,1227.0,1438.0,1270.0,1459.0,1532.0,,1557.0,1469.0,1422.0,1441.0,1409.0,1319.0,1466.0,1469.0,1395.0,1301.0,1395.0,1480.0,1459.0,1662.0,1858.0,1722.0,1645.0,1510.0,1521.0,1458.0,1479.0,1458.0,1389.0,1301.0,1605.0,1521.0,1563.0,1578.0,1689.0,1647.0,1521.0,1535.0,1562.0,1554.0,1477.0,1764.0,1701.0,1521.0,1666.0,1720.0,1835.0,1782.0,1783.0,1227.0,1584.0,1763.0,1554.0,1701.0,1637.0,1637.0,2317.0,2107.0,1867.0,1835.0,1835.0,1782.0,1763.0,1763.0,1763.0,1741.0,1689.0,1741.0,2037.0,1953.0,1908.0,1782.0,1763.0,1910.0,1851.0,1741.0,1741.0,2504.0,1227.0,2071.0,1939.0,1939.0,1794.0,2590.0,2310.0,2670.0,2056.0,2557.0,2487.0,2417.0,2071.0,2003.0,1930.0,1930.0,2767.0,2481.0,2423.0,2417.0,2557.0,10860.0,2253.0,2239.0,2767.0,2599.0,2423.0,2270.0,2599.0
â∫ë]â‰,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,240.0,330.0,420.0,716.0,790.0,680.0,969.0,1176.0,330.0,200.0,200.0,389.0,451.0,451.0,510.0,747.0,590.0,860.0,996.0,483.0,514.0,546.0,745.0,900.0,1012.0,860.0,990.0,1175.0,755.0,808.0,839.0,1133.0,990.0,1111.0,776.0,662.0,798.0,860.0,882.0,1102.0,1048.0,1133.0,1224.0,1472.0,788.0,798.0,703.0,745.0,923.0,954.0,1133.0,1080.0,1174.0,1255.0,1344.0,1256.0,1127.0,1106.0,882.0,1053.0,839.0,975.0,839.0,839.0,1007.0,1038.0,1174.0,1426.0,1332.0,1058.0,1080.0,1206.0,1059.0,1185.0,1038.0,1069.0,1059.0,1101.0,1101.0,1268.0,1258.0,1311.0,1432.0,1344.0,1223.0,1247.0,1147.0,1147.0,1258.0,1196.0,1154.0,1143.0,1343.0,1175.0,1364.0,1437.0,,1432.0,1344.0,1344.0,1363.0,1325.0,1235.0,1415.0,1374.0,1311.0,1206.0,1322.0,1385.0,1364.0,1567.0,1762.0,1597.0,1520.0,1432.0,1477.0,1363.0,1384.0,1363.0,1294.0,1206.0,1510.0,1426.0,1468.0,1483.0,1594.0,1552.0,1426.0,1457.0,1467.0,1459.0,1382.0,1669.0,1606.0,1426.0,1571.0,1625.0,1740.0,1687.0,1813.0,1132.0,1489.0,1668.0,1459.0,1606.0,1542.0,1542.0,2222.0,2012.0,1772.0,1740.0,1740.0,1687.0,1668.0,1668.0,1668.0,1658.0,1594.0,1826.0,1942.0,1828.0,1813.0,1687.0,1668.0,1815.0,1756.0,1646.0,1646.0,2515.0,1132.0,1976.0,1844.0,1772.0,1699.0,2495.0,2215.0,2662.0,1961.0,2462.0,2392.0,2322.0,1976.0,1908.0,1835.0,1835.0,2466.0,2356.0,2328.0,2322.0,2462.0,10670.0,1908.0,1908.0,2466.0,2504.0,2328.0,1908.0,2504.0
ìÒã{,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,199.0,330.0,544.0,618.0,594.0,793.0,998.0,420.0,330.0,240.0,429.0,491.0,491.0,330.0,575.0,506.0,682.0,818.0,523.0,554.0,506.0,638.0,815.0,836.0,682.0,770.0,1284.0,772.0,825.0,856.0,961.0,858.0,990.0,682.0,702.0,838.0,858.0,952.0,992.0,927.0,1012.0,1103.0,1252.0,770.0,838.0,743.0,785.0,921.0,952.0,1021.0,1042.0,1053.0,1134.0,1342.0,1326.0,1147.0,1126.0,858.0,1093.0,879.0,1016.0,879.0,879.0,1005.0,1036.0,1053.0,1573.0,1479.0,990.0,990.0,1246.0,1100.0,1226.0,1079.0,1099.0,1089.0,1204.0,1141.0,1342.0,1287.0,1340.0,1342.0,1342.0,1166.0,1287.0,1188.0,1188.0,1287.0,1225.0,1183.0,1172.0,1425.0,1322.0,1511.0,1519.0,,1342.0,1342.0,1342.0,1510.0,1361.0,1276.0,1444.0,1414.0,1340.0,1353.0,1409.0,1532.0,1511.0,1714.0,1694.0,1667.0,1518.0,1342.0,1573.0,1392.0,1493.0,1461.0,1441.0,1353.0,1592.0,1573.0,1615.0,1877.0,1728.0,1665.0,1455.0,1486.0,1576.0,1606.0,1529.0,1816.0,1684.0,1508.0,1906.0,1654.0,1849.0,1796.0,1694.0,1210.0,1636.0,1980.0,1606.0,1753.0,1689.0,1624.0,2449.0,2239.0,1927.0,1769.0,1849.0,1796.0,1980.0,1980.0,1980.0,1793.0,1676.0,1793.0,2169.0,1898.0,1922.0,1796.0,1980.0,1962.0,1980.0,1793.0,1728.0,2488.0,1241.0,2310.0,1991.0,2016.0,1846.0,2592.0,2312.0,2480.0,2058.0,2620.0,2550.0,2480.0,2310.0,2055.0,1982.0,1982.0,2640.0,2310.0,2640.0,2480.0,2365.0,10670.0,2055.0,2055.0,2640.0,2640.0,2640.0,2055.0,2736.0
ëÂàÈ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,242.0,456.0,530.0,506.0,705.0,910.0,510.0,420.0,420.0,581.0,638.0,638.0,242.0,487.0,418.0,594.0,730.0,607.0,575.0,418.0,550.0,727.0,748.0,594.0,682.0,1303.0,684.0,737.0,768.0,873.0,770.0,990.0,594.0,638.0,780.0,770.0,864.0,904.0,839.0,924.0,1015.0,1164.0,682.0,780.0,669.0,701.0,833.0,864.0,933.0,954.0,965.0,1046.0,1326.0,1166.0,1015.0,990.0,770.0,1009.0,792.0,928.0,792.0,795.0,917.0,948.0,965.0,1554.0,1342.0,990.0,990.0,1200.0,1012.0,1138.0,991.0,1011.0,1001.0,1095.0,1095.0,1342.0,1199.0,1252.0,1342.0,1166.0,1166.0,1241.0,1100.0,1100.0,1199.0,1137.0,1095.0,1084.0,1337.0,1190.0,1358.0,1431.0,,1342.0,1166.0,1166.0,1304.0,1273.0,1188.0,1356.0,1326.0,1252.0,1310.0,1321.0,1379.0,1336.0,1630.0,1694.0,1518.0,1342.0,1342.0,1367.0,1304.0,1378.0,1335.0,1518.0,1518.0,1504.0,1420.0,1462.0,1694.0,1552.0,1489.0,1367.0,1398.0,1461.0,1694.0,1694.0,1676.0,1596.0,1593.0,1899.0,1584.0,1734.0,1681.0,1694.0,1095.0,1430.0,1750.0,1694.0,1841.0,1536.0,1536.0,2361.0,2151.0,1713.0,1681.0,1694.0,1681.0,1980.0,1980.0,1980.0,1640.0,1588.0,1813.0,2081.0,1810.0,1807.0,1681.0,1980.0,2050.0,1980.0,1640.0,1640.0,2400.0,1126.0,2310.0,1980.0,1766.0,1693.0,2504.0,2224.0,2156.0,1943.0,2620.0,2550.0,2480.0,2310.0,1902.0,1829.0,1829.0,2310.0,2300.0,2640.0,2480.0,2620.0,11000.0,2075.0,1902.0,2310.0,2640.0,2640.0,2075.0,2640.0
ïΩíÀ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,368.0,442.0,418.0,705.0,822.0,590.0,510.0,420.0,609.0,550.0,550.0,199.0,399.0,330.0,506.0,642.0,519.0,487.0,330.0,462.0,639.0,660.0,506.0,682.0,1081.0,596.0,649.0,680.0,785.0,682.0,858.0,506.0,550.0,692.0,682.0,776.0,816.0,751.0,836.0,927.0,1076.0,594.0,692.0,581.0,613.0,745.0,776.0,845.0,866.0,877.0,958.0,1166.0,1150.0,927.0,906.0,770.0,959.0,704.0,840.0,704.0,707.0,829.0,860.0,877.0,1514.0,1342.0,858.0,974.0,1112.0,924.0,1050.0,903.0,923.0,913.0,1007.0,1007.0,1166.0,1111.0,1164.0,1166.0,1166.0,1100.0,1153.0,1012.0,1012.0,1111.0,1049.0,1007.0,996.0,1249.0,1102.0,1270.0,1343.0,,1166.0,1166.0,1166.0,1216.0,1185.0,1100.0,1268.0,1238.0,1164.0,1342.0,1233.0,1291.0,1270.0,1473.0,1518.0,1491.0,1342.0,1166.0,1279.0,1216.0,1290.0,1247.0,1285.0,1342.0,1416.0,1332.0,1374.0,1694.0,1447.0,1405.0,1279.0,1310.0,1373.0,1461.0,1518.0,1582.0,1502.0,1585.0,1694.0,1478.0,1646.0,1593.0,1518.0,1007.0,1436.0,1980.0,1461.0,1841.0,1448.0,1701.0,2273.0,2063.0,1625.0,1593.0,1646.0,1593.0,1980.0,1980.0,1980.0,1552.0,1500.0,1805.0,1795.0,1694.0,1719.0,1593.0,1980.0,2050.0,1980.0,1552.0,1552.0,2312.0,1038.0,1980.0,1980.0,1678.0,1605.0,2416.0,2136.0,2068.0,1855.0,2620.0,2550.0,2480.0,2310.0,1814.0,1741.0,2310.0,2310.0,2250.0,2310.0,2480.0,2620.0,11000.0,1814.0,1814.0,2310.0,2640.0,2640.0,1814.0,2640.0
ñkäùÉPçË,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,399.0,330.0,617.0,734.0,770.0,590.0,588.0,556.0,462.0,462.0,147.0,356.0,242.0,418.0,554.0,431.0,399.0,242.0,419.0,565.0,572.0,506.0,594.0,946.0,420.0,473.0,504.0,697.0,682.0,770.0,418.0,462.0,598.0,619.0,682.0,728.0,713.0,798.0,889.0,1076.0,506.0,598.0,493.0,525.0,682.0,713.0,786.0,828.0,839.0,920.0,990.0,990.0,839.0,818.0,594.0,833.0,588.0,724.0,588.0,619.0,786.0,817.0,839.0,1378.0,1342.0,770.0,770.0,986.0,808.0,934.0,787.0,840.0,830.0,872.0,872.0,1166.0,1017.0,1070.0,1166.0,990.0,984.0,1027.0,896.0,896.0,1017.0,955.0,913.0,902.0,1111.0,1059.0,1132.0,1205.0,,1166.0,990.0,990.0,1122.0,1091.0,984.0,1154.0,1144.0,1070.0,965.0,1071.0,1156.0,1132.0,1462.0,1518.0,1342.0,1166.0,1166.0,1185.0,1122.0,1155.0,1134.0,1053.0,965.0,1278.0,1197.0,1239.0,1254.0,1353.0,1311.0,1185.0,1216.0,1238.0,1218.0,1141.0,1428.0,1365.0,1197.0,1342.0,1384.0,1511.0,1458.0,1500.0,903.0,1248.0,1427.0,1218.0,1365.0,1313.0,1313.0,2025.0,1815.0,1575.0,1499.0,1511.0,1458.0,1427.0,1427.0,1427.0,1417.0,1365.0,1417.0,1745.0,1694.0,1584.0,1458.0,1427.0,1574.0,1515.0,1417.0,1417.0,2025.0,903.0,1735.0,1603.0,1543.0,1470.0,2254.0,1974.0,1974.0,1720.0,2221.0,2151.0,2081.0,1735.0,1679.0,1606.0,1606.0,2310.0,1980.0,2087.0,2081.0,1989.0,11000.0,1679.0,1679.0,2225.0,2263.0,2087.0,1679.0,2263.0
